,fighter,birthday,height,weight,reach,stance
1524,Brock-Larson,1977-08-23,71.0,170.0,71.0,Southpaw
1525,Jason-Dent,1980-06-12,70.0,155.0,71.0,Orthodox
1526,Denis-Kang,1977-09-17,71.0,185.0,77.0,Orthodox
1527,Rolando-Delgado,1981-11-22,75.0,155.0,77.0,Orthodox
1528,Antoni-Hardonk,1976-02-05,76.0,245.0,78.0,Orthodox
1529,Razak-Al-Hassan,1982-05-14,74.0,205.0,,Orthodox
1530,Hermes-Franca,1974-08-26,66.0,155.0,71.0,Orthodox
1531,Drew-McFedries,1978-07-27,72.0,185.0,72.0,Southpaw
1532,Roger-Huerta,1983-05-20,69.0,155.0,70.0,Orthodox
1533,Chris-Wilson,1977-06-07,73.0,170.0,75.0,Orthodox
1534,Justin-McCully,1976-02-18,73.0,225.0,73.0,Orthodox
1535,Marcus-Aurelio,1973-08-18,70.0,155.0,74.0,Orthodox
1536,Dan-Cramer,1985-10-31,74.0,170.0,,Orthodox
1537,Danillo-Villefort,1983-05-08,73.0,185.0,,Orthodox
1538,Jake-O'Brien,1984-09-25,75.0,205.0,76.0,Orthodox
1539,Mike-Ciesnolevicz,1979-10-28,72.0,235.0,,Orthodox
1540,Frank-Lester,1984-06-10,71.0,170.0,,Orthodox
1541,Cameron-Dollar,1987-05-12,71.0,155.0,,Orthodox
1542,Dale-Hartt,1979-04-04,70.0,155.0,69.0,Orthodox
1543,Denis-Stojnic,1980-02-02,72.0,245.0,,Orthodox
1544,Xavier-Foupa-Pokam,1982-07-03,73.0,185.0,,Open Stance
1545,Andre-Gusmao,1977-05-19,72.0,205.0,,Orthodox
1546,Brandon-Wolff,1975-10-18,69.0,170.0,,Orthodox
1547,David-Kaplan,1979-11-16,67.0,155.0,,Orthodox
1548,David-Bielkheden,1979-06-06,70.0,155.0,71.0,Orthodox
1549,Ryo-Chonan,1976-10-08,69.0,170.0,70.0,Orthodox
1550,Carmelo-Marrero,1981-01-26,72.0,205.0,73.0,Orthodox
1551,Junie-Browning,1984-05-12,69.0,155.0,,Orthodox
1552,Matt-Horwich,1978-10-02,73.0,185.0,,Orthodox
1553,Jesse-Sanders,,72.0,170.0,,Orthodox
1554,Nissen-Osterneck,1981-05-01,74.0,185.0,,Orthodox
1555,Joe-Vedepo,,72.0,185.0,,Orthodox
1556,Tim-McKenzie,1982-07-21,72.0,185.0,74.0,Orthodox
1557,Pete-Sell,1982-08-05,71.0,170.0,75.0,Orthodox
1558,Ryan-Madigan,,72.0,170.0,,Orthodox
1559,Jason-Day,1981-05-19,72.0,185.0,72.0,Orthodox
1560,Michael-Patt,,72.0,205.0,,Orthodox
1561,Brian-Cobb,,71.0,155.0,,Orthodox
1562,Per-Eklund,,70.0,155.0,72.0,Orthodox
1563,Neil-Grove,1971-01-18,78.0,265.0,,Orthodox
1564,Troy-Mandaloniz,1980-02-01,69.0,170.0,,Orthodox
1565,Luigi-Fioravanti,1981-01-22,68.0,170.0,70.0,Orthodox
1566,Rich-Clementi,1976-03-31,69.0,155.0,72.0,Southpaw
1567,Derek-Downey,1980-04-27,73.0,185.0,,Orthodox
1568,Steve-Bruno,1981-11-03,70.0,170.0,,Orthodox
1569,Akihiro-Gono,1974-10-07,67.0,170.0,68.0,Switch
1570,Christian-Wellisch,1975-09-13,74.0,234.0,77.0,Orthodox
1571,Matt-Arroyo,1982-09-01,70.0,170.0,72.0,Orthodox
1572,Jeremy-Horn,1975-08-25,73.0,185.0,74.0,Orthodox
1573,Tom-Egan,,71.0,170.0,,Orthodox
1574,Alexandre-Barros,1976-11-19,69.0,170.0,,Southpaw
1575,Antonio-Mendes,1981-04-19,75.0,205.0,77.0,Southpaw
1576,Ivan-Serati,,72.0,205.0,,Orthodox
1577,Nate-Mohr,1983-03-03,69.0,155.0,72.0,Orthodox
1578,Dean-Lister,1976-02-13,73.0,185.0,75.0,Orthodox
1579,Mike-Wessel,1977-12-02,72.0,260.0,,Orthodox
1580,Reese-Andy,1973-03-31,72.0,205.0,,Orthodox
1581,Dan-Evensen,1974-06-01,75.0,250.0,,Orthodox
1582,Shane-Primm,1984-07-30,75.0,205.0,,Orthodox
1583,Jules-Bruchez,1977-08-16,72.0,205.0,,Southpaw
1584,John-Polakowski,1981-06-21,70.0,155.0,,Orthodox
1585,Nate-Loughran,1980-07-28,74.0,185.0,,Orthodox
1586,Brodie-Farber,1980-07-05,73.0,170.0,,Orthodox
1587,Johnny-Rees,1982-10-21,72.0,170.0,,Orthodox
1588,Corey-Hill,1978-10-03,76.0,155.0,80.0,Orthodox
1589,Eddie-Sanchez,1982-11-04,74.0,230.0,74.0,Orthodox
1590,Josh-Hendricks,1976-08-28,74.0,235.0,,Southpaw
1591,Jorge-Gurgel,1977-01-25,67.0,155.0,69.0,Orthodox
1592,Alvin-Robinson,1982-07-16,69.0,155.0,68.0,Southpaw
1593,Ryan-Thomas,1984-11-05,72.0,170.0,,Orthodox
1594,Rameau-Thierry-Sokoudjou,1984-04-18,70.0,205.0,78.0,Orthodox
1595,Neil-Wain,,70.0,242.0,,Orthodox
1596,Jess-Liaudin,,69.0,170.0,72.0,Orthodox
1597,David-Baron,1973-02-15,66.0,155.0,,Switch
1598,Samy-Schiavo,1975-12-24,68.0,155.0,,Orthodox
1599,Brad-Morris,1979-11-01,74.0,205.0,,Orthodox
1600,Jason-Lambert,1975-06-03,75.0,185.0,75.0,Orthodox
1601,Heath-Herring,1978-03-02,76.0,250.0,78.0,Orthodox
1602,Luke-Cummo,1980-04-27,72.0,170.0,74.0,Orthodox
1603,Cale-Yarbrough,1986-12-27,73.0,185.0,,Orthodox
1604,James-Giboo,1978-01-06,71.0,170.0,,Orthodox
1605,Evan-Tanner,1971-02-11,72.0,185.0,74.0,Orthodox
1606,Dante-Rivera,1974-12-08,73.0,185.0,,Southpaw
1607,Marvin-Eastman,1971-06-08,69.0,185.0,73.0,Orthodox
1608,Rob-Yundt,1980-05-05,73.0,185.0,,Orthodox
1609,Ivan-Salaverry,1971-01-11,72.0,185.0,,Orthodox
1610,Kazuhiro-Nakamura,1979-07-16,71.0,205.0,70.0,Orthodox
1611,Jon-Koppenhaver,1981-11-30,71.0,170.0,,Orthodox
1612,Jason-Tan,1981-12-17,70.0,170.0,,Orthodox
1613,Travis-Lutter,1973-05-12,71.0,185.0,75.0,Orthodox
1614,Kalib-Starnes,1975-01-06,75.0,185.0,74.0,Orthodox
1615,Charles-McCarthy,1980-08-06,70.0,185.0,71.0,Orthodox
1616,Kuniyoshi-Hironaka,1976-06-17,70.0,168.0,70.0,Orthodox
1617,Din-Thomas,1976-09-28,69.0,155.0,,Orthodox
1618,Ryan-Roberts,1978-07-16,66.0,155.0,,Orthodox
1619,Jeff-Cox,1968-08-02,70.0,155.0,,Orthodox
1620,Roman-Mitichyan,1978-09-04,70.0,170.0,,Orthodox
1621,Tommy-Speer,1984-08-20,70.0,170.0,71.0,Orthodox
1622,John-Halverson,1972-09-08,69.0,155.0,,Southpaw
1623,Tim-Sylvia,1976-03-05,80.0,265.0,80.0,Orthodox
1624,David-Heath,1976-02-10,71.0,205.0,72.0,Orthodox
1625,Terry-Martin,1980-10-10,68.0,185.0,71.0,Orthodox
1626,Alberto-Crane,1976-07-14,65.0,155.0,,Orthodox
1627,Joe-Veres,1977-11-09,67.0,155.0,,Orthodox
1628,Colin-Robinson,1968-11-27,76.0,243.0,,Orthodox
1629,James-Lee,1973-09-22,71.0,205.0,,Southpaw
1630,Jordan-Radev,1976-09-28,67.0,185.0,,Southpaw
1631,Tony-DeSouza,1974-07-26,72.0,170.0,70.0,Southpaw
1632,Doug-Evans,1980-10-10,69.0,155.0,,Orthodox
1633,Luke-Caudillo,1980-11-30,67.0,155.0,,Orthodox
1634,Jason-Black,1972-07-15,68.0,155.0,,Orthodox
1635,Diego-Saraiva,1982-04-23,66.0,155.0,,Orthodox
1636,Scott-Junk,1978-12-17,73.0,265.0,,Orthodox
1637,Edilberto-de-Oliveira,1982-11-22,72.0,170.0,,Orthodox
1638,Anthony-Torres,1978-07-31,68.0,170.0,,Orthodox
1639,Renato-Sobral,1975-09-07,73.0,205.0,75.0,Orthodox
1640,Mike-Nickels,1971-12-13,76.0,205.0,,Orthodox
1641,Jason-Gilliam,,72.0,170.0,,Orthodox
1642,Jens-Pulver,1974-12-06,67.0,145.0,70.0,Southpaw
1643,Floyd-Sword,1976-08-24,72.0,185.0,,Orthodox
1644,Brandon-Melendez,1983-03-24,71.0,155.0,,Southpaw
1645,Andy-Wang,1977-05-28,66.0,155.0,,Orthodox
1646,Allen-Berube,1974-08-25,68.0,155.0,,Orthodox
1647,Brian-Geraghty,1980-11-04,67.0,155.0,,Orthodox
1648,Hector-Ramirez,1976-03-28,72.0,205.0,,Orthodox
1649,Rory-Singer,1976-05-28,74.0,185.0,77.0,Orthodox
1650,Scott-Smith,1979-05-21,72.0,185.0,70.0,Orthodox
1651,Stevie-Lynch,,70.0,170.0,,Orthodox
1652,Pete-Spratt,1971-01-09,69.0,170.0,,Orthodox
1653,Chad-Reiner,1981-06-29,71.0,170.0,,Orthodox
1654,Sean-Salmon,1977-09-11,70.0,185.0,,Southpaw
1655,Elvis-Sinosic,1971-02-13,75.0,205.0,77.0,Orthodox
1656,Assuerio-Silva,1974-06-18,70.0,241.0,,Orthodox
1657,David-Lee,,70.0,155.0,,Orthodox
1658,Victor-Valimaki,,72.0,205.0,,Orthodox
1659,Brad-Imes,1977-03-13,79.0,265.0,,Orthodox
1660,Josh-Haynes,1977-07-30,69.0,170.0,,Orthodox
1661,Dokonjonosuke-Mishima,1972-04-19,67.0,155.0,,Southpaw
1662,Drew-Fickett,1979-12-14,70.0,155.0,70.0,Orthodox
1663,Rex-Holman,,75.0,205.0,,Southpaw
1664,Sam-Hoger,1980-06-28,74.0,205.0,,Orthodox
1665,Chris-Price,1982-11-09,74.0,185.0,,Southpaw
1666,Ross-Pointon,1980-02-18,68.0,170.0,,Orthodox
1667,Marcio-Cruz,1978-04-24,76.0,232.0,,Orthodox
1668,Jeff-Joslin,1975-04-30,72.0,170.0,,Orthodox
1669,Shonie-Carter,1972-05-03,70.0,170.0,,Southpaw
1670,Dave-Menne,1974-07-29,70.0,170.0,,Orthodox
1671,Logan-Clark,1985-02-16,74.0,185.0,,Orthodox
1672,Steve-Byrnes,,72.0,170.0,,Orthodox
1673,Jeff-Monson,1971-01-18,69.0,247.0,74.0,Orthodox
1674,Sherman-Pendergarst,1967-08-01,73.0,235.0,,Orthodox
1675,Josh-Shockman,1980-12-29,76.0,235.0,,Southpaw
1676,Edwin-DeWees,1982-08-07,73.0,185.0,,Orthodox
1677,Jeremy-Jackson,1982-09-19,70.0,170.0,,Orthodox
1678,Gideon-Ray,1973-05-27,70.0,185.0,,Southpaw
1679,Justin-James,1976-11-08,70.0,155.0,,Orthodox
1680,Ken-Shamrock,1964-02-11,73.0,205.0,72.0,Orthodox
1681,Crafton-Wallace,1975-11-10,72.0,185.0,,Orthodox
1682,Mario-Neto,,72.0,229.0,,Orthodox
1683,Danny-Abbadi,1983-07-03,71.0,155.0,,Orthodox
1684,Rob-MacDonald,1978-09-05,75.0,205.0,78.0,Orthodox
1685,Wes-Combs,1973-06-18,74.0,205.0,,Orthodox
1686,Cory-Walmsley,,72.0,205.0,,Orthodox
1687,Yuki-Sasaki,1976-09-12,74.0,185.0,,Orthodox
1688,Jason-Von-Flue,1975-08-01,72.0,170.0,,Orthodox
1689,Kristof-Midoux,1974-07-30,73.0,220.0,,Orthodox
1690,Sammy-Morgan,1981-09-28,70.0,170.0,,Orthodox
1691,Dan-Christison,1972-04-26,80.0,265.0,,Orthodox
1692,Joe-Jordan,1978-07-27,66.0,155.0,,Orthodox
1693,Gilbert-Aldana,1977-08-25,73.0,250.0,,Orthodox
1694,Branden-Lee-Hinkle,1973-07-29,75.0,235.0,,Orthodox
1695,Kristian-Rothaermel,1972-01-31,72.0,205.0,,Open Stance
1696,Justin-Levens,1980-04-18,71.0,185.0,,Orthodox
1697,Solomon-Hutcherson,1972-08-31,71.0,185.0,,Southpaw
1698,Royce-Gracie,1966-12-12,73.0,175.0,,Southpaw
1699,Fabiano-Scherner,1972-06-30,75.0,257.0,,Orthodox
1700,Rick-Davis,,69.0,155.0,,Orthodox
1701,Nick-Thompson,1981-06-23,73.0,170.0,74.0,Orthodox
1702,David-Terrell,1978-01-09,73.0,185.0,,Southpaw
1703,Derrick-Noble,1978-08-14,69.0,170.0,,Southpaw
1704,Ansar-Chalangov,1979-10-30,69.0,170.0,,Orthodox
1705,Trevor-Prangley,1972-08-24,73.0,185.0,75.0,Orthodox
1706,Steve-Vigneault,1978-02-14,70.0,185.0,,Orthodox
1707,Tom-Murphy,1974-11-19,74.0,227.0,,Southpaw
1708,Icho-Larenas,1980-03-12,75.0,235.0,,Orthodox
1709,Justin-Eilers,1978-06-28,73.0,235.0,,Orthodox
1710,Mike-van-Arsdale,1965-06-20,74.0,205.0,,Switch
1711,Mike-Whitehead,1981-06-29,73.0,205.0,,Orthodox
1712,Alex-Karalexis,1977-09-20,68.0,155.0,66.0,Orthodox
1713,Kevin-Jordan,1970-12-31,75.0,245.0,,Orthodox
1714,Jeff-Newton,1966-12-11,74.0,205.0,,Sideways
1715,Kit-Cope,1977-03-17,72.0,170.0,,Orthodox
1716,Kerry-Schall,1971-08-09,74.0,265.0,,Orthodox
1717,Sean-Gannon,,75.0,265.0,,Southpaw
1718,Keigo-Kunihara,,72.0,235.0,,Orthodox
1719,Ron-Faircloth,1979-08-16,69.0,205.0,,Orthodox
1720,Tra-Telligman,1965-02-07,74.0,233.0,,Orthodox
1721,Brian-Gassaway,1972-08-07,73.0,170.0,,Orthodox
1722,Matt-Lindland,1970-05-17,72.0,185.0,74.0,Southpaw
1723,Bill-Mahood,1967-02-01,75.0,200.0,,Orthodox
1724,Koji-Oishi,1977-05-31,68.0,170.0,,Orthodox
1725,Travis-Wiuff,1978-03-15,75.0,205.0,,Orthodox
1726,John-Marsh,1970-09-15,72.0,265.0,,Orthodox
1727,Bobby-Southworth,1969-12-16,74.0,205.0,,Orthodox
1728,Jason-Thacker,1975-08-18,70.0,185.0,,Orthodox
1729,Chris-Sanford,1968-03-12,71.0,185.0,,Orthodox
1730,Lodune-Sincaid,1973-05-07,69.0,185.0,,Orthodox
1731,Alex-Schoenauer,1976-05-05,75.0,185.0,,Orthodox
1732,Josh-Rafferty,1981-01-06,72.0,170.0,,Orthodox
1733,Mike-Kyle,1980-03-31,76.0,205.0,77.0,Orthodox
1734,Renato-Verissimo,1973-08-03,73.0,170.0,,Orthodox
1735,Tony-Fryklund,1971-03-26,72.0,185.0,,Orthodox
1736,Vernon-White,1971-12-03,72.0,205.0,,Southpaw
1737,Ronald-Jhun,1970-09-21,71.0,170.0,,Orthodox
1738,Kimo-Leopoldo,1968-01-05,75.0,235.0,,Orthodox
1739,Curtis-Stout,1973-11-07,73.0,185.0,,Southpaw
1740,Tiki-Ghosn,1977-02-09,70.0,170.0,,Orthodox
1741,Wesley-Correira,1978-11-11,75.0,260.0,,Orthodox
1742,Wes-Sims,1979-08-04,82.0,260.0,,Orthodox
1743,Jonathan-Wiezorek,1978-02-10,75.0,250.0,,Southpaw
1744,Wade-Shipp,1975-02-09,75.0,245.0,,Orthodox
1745,Genki-Sudo,1978-03-08,69.0,155.0,,Orthodox
1746,Carlos-Newton,1976-08-17,69.0,170.0,,Orthodox
1747,Lee-Murray,1977-09-12,75.0,185.0,,Orthodox
1748,Falaniko-Vitale,1974-07-14,70.0,185.0,,Orthodox
1749,David-Abbott,,72.0,265.0,,Switch
1750,Pedro-Rizzo,1974-05-03,73.0,241.0,,Orthodox
1751,Ricco-Rodriguez,1977-08-19,76.0,265.0,,Orthodox
1752,Keith-Rockel,,72.0,185.0,,Orthodox
1753,Chris-Liguori,,69.0,185.0,,Orthodox
1754,Nick-Agallar,1979-01-13,68.0,155.0,,Orthodox
1755,Gan-McGee,1976-11-20,82.0,265.0,,Orthodox
1756,Dave-Strasser,1969-07-13,70.0,170.0,,Orthodox
1757,Gerald-Strebendt,1979-03-01,69.0,155.0,,Orthodox
1758,Ian-Freeman,1966-11-10,71.0,225.0,,Orthodox
1759,Eddie-Ruiz,1967-06-10,67.0,155.0,,Orthodox
1760,Romie-Aram,1977-12-02,70.0,170.0,,Orthodox
1761,Sean-Alvarez,1971-07-14,72.0,235.0,,Orthodox
1762,Richard-Crunkilton,1979-11-25,67.0,155.0,,Orthodox
1763,Mark-Weir,1967-09-19,74.0,185.0,,Southpaw
1764,Alexandre-Dantas,1979-03-01,74.0,238.0,,Orthodox
1765,Gil-Castillo,1965-10-21,69.0,170.0,,Southpaw
1766,Phillip-Miller,1979-02-20,71.0,185.0,,Orthodox
1767,Benji-Radach,1979-04-05,70.0,185.0,,Orthodox
1768,Eugene-Jackson,1966-09-23,68.0,185.0,,Orthodox
1769,Leigh-Remedios,1976-01-13,67.0,155.0,,Orthodox
1770,James-Zikic,1977-03-01,74.0,205.0,,Orthodox
1771,Chris-Haseman,1969-06-02,71.0,205.0,,Orthodox
1772,Nick-Serra,1978-03-27,69.0,170.0,,Orthodox
1773,Zach-Light,1974-02-06,68.0,170.0,,Orthodox
1774,Steve-Berger,1973-05-20,71.0,170.0,,Orthodox
1775,Rodrigo-Ruas,1977-10-06,70.0,185.0,,Orthodox
1776,Joao-Pierini,1971-12-11,73.0,155.0,,Switch
1777,Murilo-Bustamante,1966-07-30,74.0,183.0,,Orthodox
1778,Tsuyoshi-Kohsaka,1970-03-06,71.0,225.0,,Orthodox
1779,Paul-Creighton,1970-06-04,66.0,155.0,,Southpaw
1780,Amar-Suloev,1976-07-01,69.0,183.0,,Orthodox
1781,Andrei-Semenov,1977-06-17,72.0,185.0,,Orthodox
1782,Hayato-Sakurai,1975-08-24,67.0,168.0,,Orthodox
1783,Pat-Miletich,1968-03-09,70.0,170.0,,Orthodox
1784,Pete-Williams,1975-07-10,75.0,235.0,,Orthodox
1785,Kelly-Dullanty,1977-11-04,68.0,155.0,,Orthodox
1786,Jutaro-Nakao,1970-11-30,69.0,170.0,,Southpaw
1787,Kevin-Randleman,1971-08-10,70.0,205.0,,Orthodox
1788,Chris-Brennan,1971-10-12,68.0,170.0,,Orthodox
1789,Bobby-Hoffman,1968-10-28,74.0,245.0,,Orthodox
1790,Homer-Moore,1971-11-27,70.0,205.0,,Orthodox
1791,Roberto-Traven,1968-09-16,75.0,227.0,,Orthodox
1792,Fabiano-Iha,1970-07-28,68.0,155.0,,Orthodox
1793,Semmy-Schilt,1973-10-27,82.0,265.0,,Orthodox
1794,Yuki-Kondo,1975-07-17,71.0,183.0,,Southpaw
1795,Paul-Rodriguez,,67.0,155.0,,Orthodox
1796,Joey-Gilbert,1976-06-05,71.0,155.0,,Orthodox
1797,Phil-Johns,1968-10-22,62.0,170.0,,Southpaw
1798,Mark-Robinson,,72.0,265.0,,Orthodox
1799,Kenichi-Yamamoto,1976-07-11,72.0,170.0,,Orthodox
1800,Yoji-Anjo,1967-03-28,71.0,205.0,,Orthodox
1801,Daiju-Takase,1978-04-20,72.0,170.0,,Southpaw
1802,Lance-Gibson,1970-11-20,69.0,185.0,,Orthodox
1803,Maurice-Smith,1961-12-13,74.0,221.0,,Orthodox
1804,Aaron-Brink,1974-11-12,75.0,205.0,,Orthodox
1805,John-Lewis,,72.0,155.0,,Southpaw
1806,Mark-Hughes,1973-10-13,69.0,205.0,,Southpaw
1807,Alex-Stiebling,,74.0,205.0,,Southpaw
1808,Ben-Earwood,,68.0,170.0,,Orthodox
1809,Dan-Severn,1958-06-08,74.0,250.0,,Southpaw
1810,Laverne-Clark,1973-12-02,71.0,170.0,,Orthodox
1811,Tedd-Williams,1969-12-19,73.0,275.0,,Orthodox
1812,Tim-Lajcik,1965-06-21,73.0,225.0,,Orthodox
1813,Brad-Gumm,,71.0,170.0,,Orthodox
1814,CJ-Fernandes,1977-11-13,74.0,170.0,,
1815,Tyrone-Roberts,,69.0,185.0,,Orthodox
1816,David-Dodd,1973-09-22,74.0,200.0,,Orthodox
1817,Amaury-Bitetti,,69.0,185.0,,Orthodox
1818,Alex-Andrade,1974-05-14,71.0,200.0,,Orthodox
1819,Marcelo-Aguiar,,70.0,170.0,,Orthodox
1820,Joao-Roque,1971-07-22,66.0,155.0,,Orthodox
1821,Nate-Schroeder,,73.0,230.0,,
1822,Adrian-Serrano,1963-12-23,68.0,170.0,,
1823,Sanae-Kikuta,1971-09-10,69.0,200.0,,Orthodox
1824,Ron-Waterman,1965-11-23,74.0,280.0,,Orthodox
1825,Satoshi-Honma,1968-05-19,73.0,205.0,,Orthodox
1826,Ikuhisa-Minowa,1976-01-12,69.0,181.0,,Orthodox
1827,Joe-Slick,1977-10-17,72.0,199.0,,Orthodox
1828,Steve-Judson,,71.0,230.0,,Orthodox
1829,Jermaine-Andre,,67.0,200.0,,Orthodox
1830,Bob-Cook,,69.0,170.0,,Orthodox
1831,David-Velasquez,,65.0,145.0,,Orthodox
1832,Scott-Adams,,72.0,225.0,,Southpaw
1833,Katsuhisa-Fujii,1972-08-15,72.0,205.0,,Orthodox
1834,Jason-DeLucia,1969-07-24,71.0,190.0,,Southpaw
1835,Keiichiro-Yamamiya,1972-07-12,71.0,185.0,,Southpaw
1836,Masutatsu-Yano,1975-07-11,69.0,198.0,,Orthodox
1837,Frank-Shamrock,1972-12-08,70.0,185.0,,Orthodox
1838,Jason-Godsey,,74.0,230.0,,Orthodox
1839,Brad-Kohler,1964-05-26,69.0,220.0,,Orthodox
1840,Paul-Jones,1963-06-16,69.0,199.0,,Orthodox
1841,Valeri-Ignatov,,69.0,170.0,,Orthodox
1842,Lowell-Anderson,,66.0,160.0,,Orthodox
1843,Alfonso-Alcarez,1970-06-10,63.0,145.0,,
1844,Marco-Ruas,1961-01-23,73.0,210.0,,Orthodox
1845,Andre-Pederneiras,1967-03-22,68.0,155.0,,Orthodox
1846,Flavio-Luiz-Moura,,71.0,183.0,,Open Stance
1847,Royce-Alger,,70.0,199.0,,Orthodox
1848,Andre-Roberts,1965-02-24,74.0,345.0,,Orthodox
1849,Travis-Fulton,1977-05-29,72.0,240.0,,Orthodox
1850,Bas-Rutten,1965-02-24,73.0,205.0,,Orthodox
1851,Tony-Petarra,,71.0,196.0,,Orthodox
1852,Marcelo-Mello,,67.0,170.0,,Southpaw
1853,David-Roberts,1975-11-15,73.0,170.0,,Orthodox
1854,Chris-Condo,,72.0,335.0,,Orthodox
1855,Guy-Mezger,1968-01-01,73.0,200.0,,Orthodox
1856,Gary-Goodridge,1966-01-17,75.0,249.0,,Orthodox
1857,Sione-Latu,,72.0,215.0,,
1858,Joey-Roberts,,74.0,200.0,,
1859,Jorge-Patino,1973-08-05,68.0,170.0,,Orthodox
1860,Jerry-Bohlander,1974-02-12,71.0,199.0,,Orthodox
1861,Mikey-Burnett,1974-04-12,66.0,170.0,,Orthodox
1862,Townsend-Saunders,,65.0,170.0,,Orthodox
1863,Darrel-Gholar,,68.0,194.0,,Orthodox
1864,Frank-Caracci,,,,,
1865,John-Lober,1968-02-26,71.0,199.0,,Orthodox
1866,Ebenezer-Fontes-Braga,1969-04-14,72.0,199.0,,Orthodox
1867,Tulio-Palhares,,,180.0,,
1868,Adriano-Santos,,,,,
1869,Cesar-Marscucci,,,,,
1870,Paulo-Santos,,,,,
1871,Hugo-Duarte,1968-08-09,72.0,240.0,,Orthodox
1872,Joe-Pardo,,73.0,210.0,,Southpaw
1873,Bob-Gilstrap,,75.0,200.0,,Orthodox
1874,Allan-Goes,1971-04-20,72.0,205.0,,Orthodox
1875,Harry-Moskowitz,,77.0,275.0,,Orthodox
1876,Noe-Hernandez,,,,,Orthodox
1877,Igor-Zinoviev,,73.0,199.0,,Orthodox
1878,Kevin-Jackson,,70.0,199.0,,Switch
1879,Eugenio-Tadeu,,68.0,160.0,,Orthodox
1880,Courtney-Turner,,74.0,170.0,,
1881,Josh-Stuart,,69.0,160.0,,
1882,Kazushi-Sakuraba,1969-07-14,72.0,185.0,,Southpaw
1883,Marcus-Silveira,,75.0,242.0,,Orthodox
1884,Joe-Charles,,73.0,260.0,,Southpaw
1885,Mark-Kerr,1968-12-21,75.0,266.0,,Switch
1886,Dwayne-Cason,,70.0,212.0,,Orthodox
1887,Dave-Beneteau,,74.0,250.0,,Orthodox
1888,Carlos-Barreto,,76.0,230.0,,Orthodox
1889,Greg-Stott,,67.0,220.0,,Southpaw
1890,Houston-Dorr,,73.0,210.0,,Orthodox
1891,Alex-Hunter,,69.0,226.0,,Orthodox
1892,Dan-Bobish,1970-01-26,74.0,345.0,,Southpaw
1893,Brian-Johnston,,75.0,230.0,,Orthodox
1894,Moti-Horenstein,,76.0,230.0,,Orthodox
1895,Todd-Butler,,73.0,200.0,,Southpaw
1896,Joe-Moreira,,71.0,195.0,,Southpaw
1897,Yuri-Vaulin,,76.0,197.0,,Southpaw
1898,Sam-Fulton,,,,,
1899,Donnie-Chappell,,71.0,178.0,,Southpaw
1900,Steven-Graham,,73.0,290.0,,Orthodox
1901,Tony-Halme,1963-01-06,75.0,300.0,,Orthodox
1902,Dmitri-Stepanov,,75.0,217.0,,Orthodox
1903,Enson-Inoue,1967-04-15,70.0,210.0,,Orthodox
1904,Christophe-Leninger,,72.0,200.0,,Southpaw
1905,Jack-Nilson,,,,,
1906,Saeed-Hosseini,,,,,
1907,Wes-Albritton,,70.0,188.0,,Orthodox
1908,Scott-Ferrozzo,1965-04-26,71.0,323.0,,Orthodox
1909,Nick-Sanzo,,69.0,190.0,,
1910,Jim-Mullen,,73.0,215.0,,Southpaw
1911,Yoshiki-Takahashi,1969-03-13,71.0,199.0,,Southpaw
1912,Wallid-Ismail,1968-02-23,67.0,205.0,,Orthodox
1913,Rainy-Martinez,,72.0,199.0,,Orthodox
1914,Justin-Martin,,72.0,185.0,,
1915,Eric-Martin,,,,,
1916,Jackie-Lee,,,,,
1917,Don-Frye,1965-11-23,73.0,219.0,,Orthodox
1918,Steve-Nelmark,,72.0,240.0,,Orthodox
1919,Mark-Hall,,72.0,190.0,,Orthodox
1920,Paul-Varelans,,80.0,300.0,,Orthodox
1921,Cal-Worsham,,71.0,230.0,,Orthodox
1922,Tai-Bowden,,71.0,230.0,,
1923,Marcus-Bossett,,73.0,215.0,,Orthodox
1924,Felix-Lee-Mitchell,,,,,Orthodox
1925,Fabio-Gurgel,,72.0,205.0,,Orthodox
1926,Sam-Adkins,1965-04-26,75.0,225.0,,Orthodox
1927,Reza-Nasri,,71.0,205.0,,Orthodox
1928,Julian-Sanchez,,75.0,300.0,,Orthodox
1929,Dave-Berry,,,,,
1930,John-Campetella,,69.0,235.0,,Orthodox
1931,Scott-Fiedler,,76.0,235.0,,Orthodox
1932,Geza-Kalman,,73.0,200.0,,
1933,Dieusel-Berto,,69.0,200.0,,
1934,Koji-Kitao,1963-10-12,79.0,350.0,,Southpaw
1935,Mark-Schultz,,69.0,200.0,,Orthodox
1936,Rafael-Carino,,80.0,245.0,,Orthodox
1937,Matt-Andersen,1971-05-29,74.0,230.0,,Southpaw
1938,Zane-Frazier,,77.0,250.0,,Orthodox
1939,Paul-Herrera,,70.0,185.0,,Orthodox
1940,Thomas-Ramirez,,73.0,410.0,,Sideways
1941,Keith-Mielke,,68.0,185.0,,
1942,Oleg-Taktarov,1967-08-26,72.0,210.0,,Orthodox
1943,Keith-Hackney,,71.0,200.0,,Sideways
1944,Steve-Jennum,,70.0,215.0,,Orthodox
1945,Trent-Jenkins,,74.0,185.0,,
1946,Scott-Bessac,,76.0,245.0,,
1947,Remco-Pardoel,,75.0,260.0,,Southpaw
1948,Larry-Cureton,,74.0,240.0,,Orthodox
1949,Ryan-Parker,,75.0,235.0,,Southpaw
