,fighter,birthday,height,weight,reach,stance
1524,Marcus-Aurelio,1973-08-18,70.0,155.0,74.0,Orthodox
1525,Dan-Cramer,1985-10-31,74.0,170.0,,Orthodox
1526,Danillo-Villefort,1983-05-08,73.0,185.0,,Orthodox
1527,Jake-O'Brien,1984-09-25,75.0,205.0,76.0,Orthodox
1528,Mike-Ciesnolevicz,1979-10-28,72.0,235.0,,Orthodox
1529,Frank-Lester,1984-06-10,71.0,170.0,,Orthodox
1530,Cameron-Dollar,1987-05-12,71.0,155.0,,Orthodox
1531,Dale-Hartt,1979-04-04,70.0,155.0,69.0,Orthodox
1532,Denis-Stojnic,1980-02-02,72.0,245.0,,Orthodox
1533,Xavier-Foupa-Pokam,1982-07-03,73.0,185.0,,Open Stance
1534,Andre-Gusmao,1977-05-19,72.0,205.0,,Orthodox
1535,Brandon-Wolff,1975-10-18,69.0,170.0,,Orthodox
1536,David-Kaplan,1979-11-16,67.0,155.0,,Orthodox
1537,David-Bielkheden,1979-06-06,70.0,155.0,71.0,Orthodox
1538,Ryo-Chonan,1976-10-08,69.0,170.0,70.0,Orthodox
1539,Carmelo-Marrero,1981-01-26,72.0,205.0,73.0,Orthodox
1540,Junie-Browning,1984-05-12,69.0,155.0,,Orthodox
1541,Matt-Horwich,1978-10-02,73.0,185.0,,Orthodox
1542,Jesse-Sanders,,72.0,170.0,,Orthodox
1543,Nissen-Osterneck,1981-05-01,74.0,185.0,,Orthodox
1544,Joe-Vedepo,,72.0,185.0,,Orthodox
1545,Tim-McKenzie,1982-07-21,72.0,185.0,74.0,Orthodox
1546,Pete-Sell,1982-08-05,71.0,170.0,75.0,Orthodox
1547,Ryan-Madigan,,72.0,170.0,,Orthodox
1548,Jason-Day,1981-05-19,72.0,185.0,72.0,Orthodox
1549,Michael-Patt,,72.0,205.0,,Orthodox
1550,Brian-Cobb,,71.0,155.0,,Orthodox
1551,Per-Eklund,,70.0,155.0,72.0,Orthodox
1552,Neil-Grove,1971-01-18,78.0,265.0,,Orthodox
1553,Troy-Mandaloniz,1980-02-01,69.0,170.0,,Orthodox
1554,Luigi-Fioravanti,1981-01-22,68.0,170.0,70.0,Orthodox
1555,Rich-Clementi,1976-03-31,69.0,155.0,72.0,Southpaw
1556,Derek-Downey,1980-04-27,73.0,185.0,,Orthodox
1557,Steve-Bruno,1981-11-03,70.0,170.0,,Orthodox
1558,Akihiro-Gono,1974-10-07,67.0,170.0,68.0,Switch
1559,Christian-Wellisch,1975-09-13,74.0,234.0,77.0,Orthodox
1560,Matt-Arroyo,1982-09-01,70.0,170.0,72.0,Orthodox
1561,Jeremy-Horn,1975-08-25,73.0,185.0,74.0,Orthodox
1562,Tom-Egan,,71.0,170.0,,Orthodox
1563,Alexandre-Barros,1976-11-19,69.0,170.0,,Southpaw
1564,Antonio-Mendes,1981-04-19,75.0,205.0,77.0,Southpaw
1565,Ivan-Serati,,72.0,205.0,,Orthodox
1566,Nate-Mohr,1983-03-03,69.0,155.0,72.0,Orthodox
1567,Dean-Lister,1976-02-13,73.0,185.0,75.0,Orthodox
1568,Mike-Wessel,1977-12-02,72.0,260.0,,Orthodox
1569,Reese-Andy,1973-03-31,72.0,205.0,,Orthodox
1570,Dan-Evensen,1974-06-01,75.0,250.0,,Orthodox
1571,Shane-Primm,1984-07-30,75.0,205.0,,Orthodox
1572,Jules-Bruchez,1977-08-16,72.0,205.0,,Southpaw
1573,John-Polakowski,1981-06-21,70.0,155.0,,Orthodox
1574,Nate-Loughran,1980-07-28,74.0,185.0,,Orthodox
1575,Brodie-Farber,1980-07-05,73.0,170.0,,Orthodox
1576,Johnny-Rees,1982-10-21,72.0,170.0,,Orthodox
1577,Corey-Hill,1978-10-03,76.0,155.0,80.0,Orthodox
1578,Eddie-Sanchez,1982-11-04,74.0,230.0,74.0,Orthodox
1579,Josh-Hendricks,1976-08-28,74.0,235.0,,Southpaw
1580,Jorge-Gurgel,1977-01-25,67.0,155.0,69.0,Orthodox
1581,Alvin-Robinson,1982-07-16,69.0,155.0,68.0,Southpaw
1582,Ryan-Thomas,1984-11-05,72.0,170.0,,Orthodox
1583,Rameau-Thierry-Sokoudjou,1984-04-18,70.0,205.0,78.0,Orthodox
1584,Neil-Wain,,70.0,242.0,,Orthodox
1585,Jess-Liaudin,,69.0,170.0,72.0,Orthodox
1586,David-Baron,1973-02-15,66.0,155.0,,Switch
1587,Samy-Schiavo,1975-12-24,68.0,155.0,,Orthodox
1588,Brad-Morris,1979-11-01,74.0,205.0,,Orthodox
1589,Jason-Lambert,1975-06-03,75.0,185.0,75.0,Orthodox
1590,Heath-Herring,1978-03-02,76.0,250.0,78.0,Orthodox
1591,Luke-Cummo,1980-04-27,72.0,170.0,74.0,Orthodox
1592,Cale-Yarbrough,1986-12-27,73.0,185.0,,Orthodox
1593,James-Giboo,1978-01-06,71.0,170.0,,Orthodox
1594,Evan-Tanner,1971-02-11,72.0,185.0,74.0,Orthodox
1595,Dante-Rivera,1974-12-08,73.0,185.0,,Southpaw
1596,Marvin-Eastman,1971-06-08,69.0,185.0,73.0,Orthodox
1597,Rob-Yundt,1980-05-05,73.0,185.0,,Orthodox
1598,Ivan-Salaverry,1971-01-11,72.0,185.0,,Orthodox
1599,Kazuhiro-Nakamura,1979-07-16,71.0,205.0,70.0,Orthodox
1600,Jon-Koppenhaver,1981-11-30,71.0,170.0,,Orthodox
1601,Jason-Tan,1981-12-17,70.0,170.0,,Orthodox
1602,Travis-Lutter,1973-05-12,71.0,185.0,75.0,Orthodox
1603,Kalib-Starnes,1975-01-06,75.0,185.0,74.0,Orthodox
1604,Charles-McCarthy,1980-08-06,70.0,185.0,71.0,Orthodox
1605,Kuniyoshi-Hironaka,1976-06-17,70.0,168.0,70.0,Orthodox
1606,Din-Thomas,1976-09-28,69.0,155.0,,Orthodox
1607,Ryan-Roberts,1978-07-16,66.0,155.0,,Orthodox
1608,Jeff-Cox,1968-08-02,70.0,155.0,,Orthodox
1609,Roman-Mitichyan,1978-09-04,70.0,170.0,,Orthodox
1610,Tommy-Speer,1984-08-20,70.0,170.0,71.0,Orthodox
1611,John-Halverson,1972-09-08,69.0,155.0,,Southpaw
1612,Tim-Sylvia,1976-03-05,80.0,265.0,80.0,Orthodox
1613,David-Heath,1976-02-10,71.0,205.0,72.0,Orthodox
1614,Terry-Martin,1980-10-10,68.0,185.0,71.0,Orthodox
1615,Alberto-Crane,1976-07-14,65.0,155.0,,Orthodox
1616,Joe-Veres,1977-11-09,67.0,155.0,,Orthodox
1617,Colin-Robinson,1968-11-27,76.0,243.0,,Orthodox
1618,James-Lee,1973-09-22,71.0,205.0,,Southpaw
1619,Jordan-Radev,1976-09-28,67.0,185.0,,Southpaw
1620,Tony-DeSouza,1974-07-26,72.0,170.0,70.0,Southpaw
1621,Doug-Evans,1980-10-10,69.0,155.0,,Orthodox
1622,Jared-Rollins,1977-01-26,69.0,170.0,,Orthodox
1623,Billy-Miles,1978-04-28,70.0,170.0,,Orthodox
1624,Dan-Barrera,1980-12-23,69.0,170.0,,Orthodox
1625,Richie-Hightower,1974-11-26,68.0,170.0,,Orthodox
1626,John-Kolosci,1974-11-26,71.0,185.0,,Orthodox
1627,Dorian-Price,1977-08-20,75.0,170.0,,Southpaw
1628,Paul-Georgieff,1982-09-22,74.0,170.0,,Orthodox
1629,Luke-Caudillo,1980-11-30,67.0,155.0,,Orthodox
1630,Jason-Black,1972-07-15,68.0,155.0,,Orthodox
1631,Diego-Saraiva,1982-04-23,66.0,155.0,,Orthodox
1632,Scott-Junk,1978-12-17,73.0,265.0,,Orthodox
1633,Edilberto-de-Oliveira,1982-11-22,72.0,170.0,,Orthodox
1634,Anthony-Torres,1978-07-31,68.0,170.0,,Orthodox
1635,Renato-Sobral,1975-09-07,73.0,205.0,75.0,Orthodox
1636,Mike-Nickels,1971-12-13,76.0,205.0,,Orthodox
1637,Jason-Gilliam,,72.0,170.0,,Orthodox
1638,Jens-Pulver,1974-12-06,67.0,145.0,70.0,Southpaw
1639,Floyd-Sword,1976-08-24,72.0,185.0,,Orthodox
1640,Brandon-Melendez,1983-03-24,71.0,155.0,,Southpaw
1641,Andy-Wang,1977-05-28,66.0,155.0,,Orthodox
1642,Allen-Berube,1974-08-25,68.0,155.0,,Orthodox
1643,Brian-Geraghty,1980-11-04,67.0,155.0,,Orthodox
1644,Hector-Ramirez,1976-03-28,72.0,205.0,,Orthodox
1645,Rory-Singer,1976-05-28,74.0,185.0,77.0,Orthodox
1646,Scott-Smith,1979-05-21,72.0,185.0,70.0,Orthodox
1647,Stevie-Lynch,,70.0,170.0,,Orthodox
1648,Pete-Spratt,1971-01-09,69.0,170.0,,Orthodox
1649,Chad-Reiner,1981-06-29,71.0,170.0,,Orthodox
1650,Sean-Salmon,1977-09-11,70.0,185.0,,Southpaw
1651,Elvis-Sinosic,1971-02-13,75.0,205.0,77.0,Orthodox
1652,Assuerio-Silva,1974-06-18,70.0,241.0,,Orthodox
1653,David-Lee,,70.0,155.0,,Orthodox
1654,Victor-Valimaki,,72.0,205.0,,Orthodox
1655,Brad-Imes,1977-03-13,79.0,265.0,,Orthodox
1656,Josh-Haynes,1977-07-30,69.0,170.0,,Orthodox
1657,Dokonjonosuke-Mishima,1972-04-19,67.0,155.0,,Southpaw
1658,Drew-Fickett,1979-12-14,70.0,155.0,70.0,Orthodox
1659,Rex-Holman,,75.0,205.0,,Southpaw
1660,Sam-Hoger,1980-06-28,74.0,205.0,,Orthodox
1661,Chris-Price,1982-11-09,74.0,185.0,,Southpaw
1662,Ross-Pointon,1980-02-18,68.0,170.0,,Orthodox
1663,Marcio-Cruz,1978-04-24,76.0,232.0,,Orthodox
1664,Jeff-Joslin,1975-04-30,72.0,170.0,,Orthodox
1665,Shonie-Carter,1972-05-03,70.0,170.0,,Southpaw
1666,Dave-Menne,1974-07-29,70.0,170.0,,Orthodox
1667,Logan-Clark,1985-02-16,74.0,185.0,,Orthodox
1668,Steve-Byrnes,,72.0,170.0,,Orthodox
1669,Jeff-Monson,1971-01-18,69.0,247.0,74.0,Orthodox
1670,Sherman-Pendergarst,1967-08-01,73.0,235.0,,Orthodox
1671,Josh-Shockman,1980-12-29,76.0,235.0,,Southpaw
1672,Edwin-DeWees,1982-08-07,73.0,185.0,,Orthodox
1673,Jeremy-Jackson,1982-09-19,70.0,170.0,,Orthodox
1674,Gideon-Ray,1973-05-27,70.0,185.0,,Southpaw
1675,Justin-James,1976-11-08,70.0,155.0,,Orthodox
1676,Ken-Shamrock,1964-02-11,73.0,205.0,72.0,Orthodox
1677,Crafton-Wallace,1975-11-10,72.0,185.0,,Orthodox
1678,Mario-Neto,,72.0,229.0,,Orthodox
1679,Danny-Abbadi,1983-07-03,71.0,155.0,,Orthodox
1680,Rob-MacDonald,1978-09-05,75.0,205.0,78.0,Orthodox
1681,Wes-Combs,1973-06-18,74.0,205.0,,Orthodox
1682,Cory-Walmsley,,72.0,205.0,,Orthodox
1683,Yuki-Sasaki,1976-09-12,74.0,185.0,,Orthodox
1684,Jason-Von-Flue,1975-08-01,72.0,170.0,,Orthodox
1685,Kristof-Midoux,1974-07-30,73.0,220.0,,Orthodox
1686,Sammy-Morgan,1981-09-28,70.0,170.0,,Orthodox
1687,Dan-Christison,1972-04-26,80.0,265.0,,Orthodox
1688,Joe-Jordan,1978-07-27,66.0,155.0,,Orthodox
1689,Gilbert-Aldana,1977-08-25,73.0,250.0,,Orthodox
1690,Branden-Lee-Hinkle,1973-07-29,75.0,235.0,,Orthodox
1691,Kristian-Rothaermel,1972-01-31,72.0,205.0,,Open Stance
1692,Justin-Levens,1980-04-18,71.0,185.0,,Orthodox
1693,Solomon-Hutcherson,1972-08-31,71.0,185.0,,Southpaw
1694,Royce-Gracie,1966-12-12,73.0,175.0,,Southpaw
1695,Fabiano-Scherner,1972-06-30,75.0,257.0,,Orthodox
1696,Rick-Davis,,69.0,155.0,,Orthodox
1697,Nick-Thompson,1981-06-23,73.0,170.0,74.0,Orthodox
1698,David-Terrell,1978-01-09,73.0,185.0,,Southpaw
1699,Derrick-Noble,1978-08-14,69.0,170.0,,Southpaw
1700,Ansar-Chalangov,1979-10-30,69.0,170.0,,Orthodox
1701,Trevor-Prangley,1972-08-24,73.0,185.0,75.0,Orthodox
1702,Steve-Vigneault,1978-02-14,70.0,185.0,,Orthodox
1703,Tom-Murphy,1974-11-19,74.0,227.0,,Southpaw
1704,Icho-Larenas,1980-03-12,75.0,235.0,,Orthodox
1705,Justin-Eilers,1978-06-28,73.0,235.0,,Orthodox
1706,Mike-van-Arsdale,1965-06-20,74.0,205.0,,Switch
1707,Mike-Whitehead,1981-06-29,73.0,205.0,,Orthodox
1708,Alex-Karalexis,1977-09-20,68.0,155.0,66.0,Orthodox
1709,Kevin-Jordan,1970-12-31,75.0,245.0,,Orthodox
1710,Jeff-Newton,1966-12-11,74.0,205.0,,Sideways
1711,Kit-Cope,1977-03-17,72.0,170.0,,Orthodox
1712,Kerry-Schall,1971-08-09,74.0,265.0,,Orthodox
1713,Sean-Gannon,,75.0,265.0,,Southpaw
1714,Keigo-Kunihara,,72.0,235.0,,Orthodox
1715,Ron-Faircloth,1979-08-16,69.0,205.0,,Orthodox
1716,Tra-Telligman,1965-02-07,74.0,233.0,,Orthodox
1717,Brian-Gassaway,1972-08-07,73.0,170.0,,Orthodox
1718,Matt-Lindland,1970-05-17,72.0,185.0,74.0,Southpaw
1719,Bill-Mahood,1967-02-01,75.0,200.0,,Orthodox
1720,Koji-Oishi,1977-05-31,68.0,170.0,,Orthodox
1721,Travis-Wiuff,1978-03-15,75.0,205.0,,Orthodox
1722,John-Marsh,1970-09-15,72.0,265.0,,Orthodox
1723,Bobby-Southworth,1969-12-16,74.0,205.0,,Orthodox
1724,Jason-Thacker,1975-08-18,70.0,185.0,,Orthodox
1725,Chris-Sanford,1968-03-12,71.0,185.0,,Orthodox
1726,Lodune-Sincaid,1973-05-07,69.0,185.0,,Orthodox
1727,Alex-Schoenauer,1976-05-05,75.0,185.0,,Orthodox
1728,Josh-Rafferty,1981-01-06,72.0,170.0,,Orthodox
1729,Mike-Kyle,1980-03-31,76.0,205.0,77.0,Orthodox
1730,Renato-Verissimo,1973-08-03,73.0,170.0,,Orthodox
1731,Tony-Fryklund,1971-03-26,72.0,185.0,,Orthodox
1732,Vernon-White,1971-12-03,72.0,205.0,,Southpaw
1733,Ronald-Jhun,1970-09-21,71.0,170.0,,Orthodox
1734,Kimo-Leopoldo,1968-01-05,75.0,235.0,,Orthodox
1735,Curtis-Stout,1973-11-07,73.0,185.0,,Southpaw
1736,Tiki-Ghosn,1977-02-09,70.0,170.0,,Orthodox
1737,Wesley-Correira,1978-11-11,75.0,260.0,,Orthodox
1738,Wes-Sims,1979-08-04,82.0,260.0,,Orthodox
1739,Jonathan-Wiezorek,1978-02-10,75.0,250.0,,Southpaw
1740,Wade-Shipp,1975-02-09,75.0,245.0,,Orthodox
1741,Genki-Sudo,1978-03-08,69.0,155.0,,Orthodox
1742,Carlos-Newton,1976-08-17,69.0,170.0,,Orthodox
1743,Lee-Murray,1977-09-12,75.0,185.0,,Orthodox
1744,Falaniko-Vitale,1974-07-14,70.0,185.0,,Orthodox
1745,David-Abbott,,72.0,265.0,,Switch
1746,Pedro-Rizzo,1974-05-03,73.0,241.0,,Orthodox
1747,Ricco-Rodriguez,1977-08-19,76.0,265.0,,Orthodox
1748,Keith-Rockel,,72.0,185.0,,Orthodox
1749,Chris-Liguori,,69.0,185.0,,Orthodox
1750,Nick-Agallar,1979-01-13,68.0,155.0,,Orthodox
1751,Gan-McGee,1976-11-20,82.0,265.0,,Orthodox
1752,Dave-Strasser,1969-07-13,70.0,170.0,,Orthodox
1753,Gerald-Strebendt,1979-03-01,69.0,155.0,,Orthodox
1754,Ian-Freeman,1966-11-10,71.0,225.0,,Orthodox
1755,Eddie-Ruiz,1967-06-10,67.0,155.0,,Orthodox
1756,Romie-Aram,1977-12-02,70.0,170.0,,Orthodox
1757,Sean-Alvarez,1971-07-14,72.0,235.0,,Orthodox
1758,Richard-Crunkilton,1979-11-25,67.0,155.0,,Orthodox
1759,Mark-Weir,1967-09-19,74.0,185.0,,Southpaw
1760,Alexandre-Dantas,1979-03-01,74.0,238.0,,Orthodox
1761,Gil-Castillo,1965-10-21,69.0,170.0,,Southpaw
1762,Phillip-Miller,1979-02-20,71.0,185.0,,Orthodox
1763,Benji-Radach,1979-04-05,70.0,185.0,,Orthodox
1764,Eugene-Jackson,1966-09-23,68.0,185.0,,Orthodox
1765,Leigh-Remedios,1976-01-13,67.0,155.0,,Orthodox
1766,James-Zikic,1977-03-01,74.0,205.0,,Orthodox
1767,Chris-Haseman,1969-06-02,71.0,205.0,,Orthodox
1768,Nick-Serra,1978-03-27,69.0,170.0,,Orthodox
1769,Zach-Light,1974-02-06,68.0,170.0,,Orthodox
1770,Steve-Berger,1973-05-20,71.0,170.0,,Orthodox
1771,Rodrigo-Ruas,1977-10-06,70.0,185.0,,Orthodox
1772,Joao-Pierini,1971-12-11,73.0,155.0,,Switch
1773,Murilo-Bustamante,1966-07-30,74.0,183.0,,Orthodox
1774,Tsuyoshi-Kohsaka,1970-03-06,71.0,225.0,,Orthodox
1775,Paul-Creighton,1970-06-04,66.0,155.0,,Southpaw
1776,Amar-Suloev,1976-07-01,69.0,183.0,,Orthodox
1777,Andrei-Semenov,1977-06-17,72.0,185.0,,Orthodox
1778,Hayato-Sakurai,1975-08-24,67.0,168.0,,Orthodox
1779,Pat-Miletich,1968-03-09,70.0,170.0,,Orthodox
1780,Pete-Williams,1975-07-10,75.0,235.0,,Orthodox
1781,Kelly-Dullanty,1977-11-04,68.0,155.0,,Orthodox
1782,Jutaro-Nakao,1970-11-30,69.0,170.0,,Southpaw
1783,Kevin-Randleman,1971-08-10,70.0,205.0,,Orthodox
1784,Chris-Brennan,1971-10-12,68.0,170.0,,Orthodox
1785,Bobby-Hoffman,1968-10-28,74.0,245.0,,Orthodox
1786,Homer-Moore,1971-11-27,70.0,205.0,,Orthodox
1787,Roberto-Traven,1968-09-16,75.0,227.0,,Orthodox
1788,Fabiano-Iha,1970-07-28,68.0,155.0,,Orthodox
1789,Semmy-Schilt,1973-10-27,82.0,265.0,,Orthodox
1790,Yuki-Kondo,1975-07-17,71.0,183.0,,Southpaw
1791,Paul-Rodriguez,,67.0,155.0,,Orthodox
1792,Joey-Gilbert,1976-06-05,71.0,155.0,,Orthodox
1793,Phil-Johns,1968-10-22,62.0,170.0,,Southpaw
1794,Mark-Robinson,,72.0,265.0,,Orthodox
1795,Kenichi-Yamamoto,1976-07-11,72.0,170.0,,Orthodox
1796,Yoji-Anjo,1967-03-28,71.0,205.0,,Orthodox
1797,Daiju-Takase,1978-04-20,72.0,170.0,,Southpaw
1798,Lance-Gibson,1970-11-20,69.0,185.0,,Orthodox
1799,Maurice-Smith,1961-12-13,74.0,221.0,,Orthodox
1800,Aaron-Brink,1974-11-12,75.0,205.0,,Orthodox
1801,John-Lewis,,72.0,155.0,,Southpaw
1802,Mark-Hughes,1973-10-13,69.0,205.0,,Southpaw
1803,Alex-Stiebling,,74.0,205.0,,Southpaw
1804,Ben-Earwood,,68.0,170.0,,Orthodox
1805,Dan-Severn,1958-06-08,74.0,250.0,,Southpaw
1806,Laverne-Clark,1973-12-02,71.0,170.0,,Orthodox
1807,Tedd-Williams,1969-12-19,73.0,275.0,,Orthodox
1808,Tim-Lajcik,1965-06-21,73.0,225.0,,Orthodox
1809,Brad-Gumm,,71.0,170.0,,Orthodox
1810,CJ-Fernandes,1977-11-13,74.0,170.0,,
1811,Tyrone-Roberts,,69.0,185.0,,Orthodox
1812,David-Dodd,1973-09-22,74.0,200.0,,Orthodox
1813,Amaury-Bitetti,,69.0,185.0,,Orthodox
1814,Alex-Andrade,1974-05-14,71.0,200.0,,Orthodox
1815,Marcelo-Aguiar,,70.0,170.0,,Orthodox
1816,Joao-Roque,1971-07-22,66.0,155.0,,Orthodox
1817,Nate-Schroeder,,73.0,230.0,,
1818,Adrian-Serrano,1963-12-23,68.0,170.0,,
1819,Sanae-Kikuta,1971-09-10,69.0,200.0,,Orthodox
1820,Ron-Waterman,1965-11-23,74.0,280.0,,Orthodox
1821,Satoshi-Honma,1968-05-19,73.0,205.0,,Orthodox
1822,Ikuhisa-Minowa,1976-01-12,69.0,181.0,,Orthodox
1823,Joe-Slick,1977-10-17,72.0,199.0,,Orthodox
1824,Steve-Judson,,71.0,230.0,,Orthodox
1825,Jermaine-Andre,,67.0,200.0,,Orthodox
1826,Bob-Cook,,69.0,170.0,,Orthodox
1827,David-Velasquez,,65.0,145.0,,Orthodox
1828,Scott-Adams,,72.0,225.0,,Southpaw
1829,Katsuhisa-Fujii,1972-08-15,72.0,205.0,,Orthodox
1830,Jason-DeLucia,1969-07-24,71.0,190.0,,Southpaw
1831,Keiichiro-Yamamiya,1972-07-12,71.0,185.0,,Southpaw
1832,Masutatsu-Yano,1975-07-11,69.0,198.0,,Orthodox
1833,Frank-Shamrock,1972-12-08,70.0,185.0,,Orthodox
1834,Jason-Godsey,,74.0,230.0,,Orthodox
1835,Brad-Kohler,1964-05-26,69.0,220.0,,Orthodox
1836,Paul-Jones,1963-06-16,69.0,199.0,,Orthodox
1837,Valeri-Ignatov,,69.0,170.0,,Orthodox
1838,Lowell-Anderson,,66.0,160.0,,Orthodox
1839,Alfonso-Alcarez,1970-06-10,63.0,145.0,,
1840,Marco-Ruas,1961-01-23,73.0,210.0,,Orthodox
1841,Andre-Pederneiras,1967-03-22,68.0,155.0,,Orthodox
1842,Flavio-Luiz-Moura,,71.0,183.0,,Open Stance
1843,Royce-Alger,,70.0,199.0,,Orthodox
1844,Andre-Roberts,1965-02-24,74.0,345.0,,Orthodox
1845,Travis-Fulton,1977-05-29,72.0,240.0,,Orthodox
1846,Bas-Rutten,1965-02-24,73.0,205.0,,Orthodox
1847,Tony-Petarra,,71.0,196.0,,Orthodox
1848,Marcelo-Mello,,67.0,170.0,,Southpaw
1849,David-Roberts,1975-11-15,73.0,170.0,,Orthodox
1850,Chris-Condo,,72.0,335.0,,Orthodox
1851,Guy-Mezger,1968-01-01,73.0,200.0,,Orthodox
1852,Gary-Goodridge,1966-01-17,75.0,249.0,,Orthodox
1853,Sione-Latu,,72.0,215.0,,
1854,Joey-Roberts,,74.0,200.0,,
1855,Jorge-Patino,1973-08-05,68.0,170.0,,Orthodox
1856,Jerry-Bohlander,1974-02-12,71.0,199.0,,Orthodox
1857,Mikey-Burnett,1974-04-12,66.0,170.0,,Orthodox
1858,Townsend-Saunders,,65.0,170.0,,Orthodox
1859,Darrel-Gholar,,68.0,194.0,,Orthodox
1860,Frank-Caracci,,,,,
1861,John-Lober,1968-02-26,71.0,199.0,,Orthodox
1862,Ebenezer-Fontes-Braga,1969-04-14,72.0,199.0,,Orthodox
1863,Tulio-Palhares,,,180.0,,
1864,Adriano-Santos,,,,,
1865,Cesar-Marscucci,,,,,
1866,Paulo-Santos,,,,,
1867,Hugo-Duarte,1968-08-09,72.0,240.0,,Orthodox
1868,Joe-Pardo,,73.0,210.0,,Southpaw
1869,Bob-Gilstrap,,75.0,200.0,,Orthodox
1870,Allan-Goes,1971-04-20,72.0,205.0,,Orthodox
1871,Harry-Moskowitz,,77.0,275.0,,Orthodox
1872,Noe-Hernandez,,,,,Orthodox
1873,Igor-Zinoviev,,73.0,199.0,,Orthodox
1874,Kevin-Jackson,,70.0,199.0,,Switch
1875,Eugenio-Tadeu,,68.0,160.0,,Orthodox
1876,Courtney-Turner,,74.0,170.0,,
1877,Josh-Stuart,,69.0,160.0,,
1878,Kazushi-Sakuraba,1969-07-14,72.0,185.0,,Southpaw
1879,Marcus-Silveira,,75.0,242.0,,Orthodox
1880,Joe-Charles,,73.0,260.0,,Southpaw
1881,Mark-Kerr,1968-12-21,75.0,266.0,,Switch
1882,Dwayne-Cason,,70.0,212.0,,Orthodox
1883,Dave-Beneteau,,74.0,250.0,,Orthodox
1884,Carlos-Barreto,,76.0,230.0,,Orthodox
1885,Greg-Stott,,67.0,220.0,,Southpaw
1886,Houston-Dorr,,73.0,210.0,,Orthodox
1887,Alex-Hunter,,69.0,226.0,,Orthodox
1888,Dan-Bobish,1970-01-26,74.0,345.0,,Southpaw
1889,Brian-Johnston,,75.0,230.0,,Orthodox
1890,Moti-Horenstein,,76.0,230.0,,Orthodox
1891,Todd-Butler,,73.0,200.0,,Southpaw
1892,Joe-Moreira,,71.0,195.0,,Southpaw
1893,Yuri-Vaulin,,76.0,197.0,,Southpaw
1894,Sam-Fulton,,,,,
1895,Donnie-Chappell,,71.0,178.0,,Southpaw
1896,Steven-Graham,,73.0,290.0,,Orthodox
1897,Tony-Halme,1963-01-06,75.0,300.0,,Orthodox
1898,Dmitri-Stepanov,,75.0,217.0,,Orthodox
1899,Enson-Inoue,1967-04-15,70.0,210.0,,Orthodox
1900,Christophe-Leninger,,72.0,200.0,,Southpaw
1901,Jack-Nilson,,,,,
1902,Saeed-Hosseini,,,,,
1903,Wes-Albritton,,70.0,188.0,,Orthodox
1904,Scott-Ferrozzo,1965-04-26,71.0,323.0,,Orthodox
1905,Nick-Sanzo,,69.0,190.0,,
1906,Jim-Mullen,,73.0,215.0,,Southpaw
1907,Yoshiki-Takahashi,1969-03-13,71.0,199.0,,Southpaw
1908,Wallid-Ismail,1968-02-23,67.0,205.0,,Orthodox
1909,Rainy-Martinez,,72.0,199.0,,Orthodox
1910,Justin-Martin,,72.0,185.0,,
1911,Eric-Martin,,,,,
1912,Jackie-Lee,,,,,
1913,Don-Frye,1965-11-23,73.0,219.0,,Orthodox
1914,Steve-Nelmark,,72.0,240.0,,Orthodox
1915,Mark-Hall,,72.0,190.0,,Orthodox
1916,Paul-Varelans,,80.0,300.0,,Orthodox
1917,Cal-Worsham,,71.0,230.0,,Orthodox
1918,Tai-Bowden,,71.0,230.0,,
1919,Marcus-Bossett,,73.0,215.0,,Orthodox
1920,Felix-Lee-Mitchell,,,,,Orthodox
1921,Fabio-Gurgel,,72.0,205.0,,Orthodox
1922,Sam-Adkins,1965-04-26,75.0,225.0,,Orthodox
1923,Reza-Nasri,,71.0,205.0,,Orthodox
1924,Julian-Sanchez,,75.0,300.0,,Orthodox
1925,Dave-Berry,,,,,
1926,John-Campetella,,69.0,235.0,,Orthodox
1927,Scott-Fiedler,,76.0,235.0,,Orthodox
1928,Geza-Kalman,,73.0,200.0,,
1929,Dieusel-Berto,,69.0,200.0,,
1930,Koji-Kitao,1963-10-12,79.0,350.0,,Southpaw
1931,Mark-Schultz,,69.0,200.0,,Orthodox
1932,Rafael-Carino,,80.0,245.0,,Orthodox
1933,Matt-Andersen,1971-05-29,74.0,230.0,,Southpaw
1934,Zane-Frazier,,77.0,250.0,,Orthodox
1935,Paul-Herrera,,70.0,185.0,,Orthodox
1936,Thomas-Ramirez,,73.0,410.0,,Sideways
1937,Keith-Mielke,,68.0,185.0,,
1938,Oleg-Taktarov,1967-08-26,72.0,210.0,,Orthodox
1939,Keith-Hackney,,71.0,200.0,,Sideways
1940,Steve-Jennum,,70.0,215.0,,Orthodox
1941,Trent-Jenkins,,74.0,185.0,,
1942,Scott-Bessac,,76.0,245.0,,
1943,Remco-Pardoel,,75.0,260.0,,Southpaw
1944,Larry-Cureton,,74.0,240.0,,Orthodox
1945,Ryan-Parker,,75.0,235.0,,Southpaw
1946,Harold-Howard,,74.0,240.0,,Orthodox
1947,Gerry-Harris,,80.0,270.0,,Orthodox
1948,David-Hood,,72.0,200.0,,
1949,Onassis-Parungao,,71.0,200.0,,
1950,Francesco-Maturi,,,,,
1951,Joel-Sutton,,71.0,205.0,,Orthodox
1952,Anthony-Macias,,69.0,185.0,,Switch
